iteration,wall_time,loop_time,dt_since_last,new_inference,horizon,inference_latency_s,action_idx,state_left_arm_0,state_left_arm_1,state_left_arm_2,state_left_arm_3,state_left_arm_4,state_left_arm_5,state_left_arm_6,state_left_hand_0,state_left_hand_1,state_left_hand_2,state_left_hand_3,state_left_hand_4,state_left_hand_5,state_left_hand_6,state_right_arm_0,state_right_arm_1,state_right_arm_2,state_right_arm_3,state_right_arm_4,state_right_arm_5,state_right_arm_6,state_right_hand_0,state_right_hand_1,state_right_hand_2,state_right_hand_3,state_right_hand_4,state_right_hand_5,state_right_hand_6,target_left_arm_0,target_left_arm_1,target_left_arm_2,target_left_arm_3,target_left_arm_4,target_left_arm_5,target_left_arm_6,target_left_hand_0,target_left_hand_1,target_left_hand_2,target_left_hand_3,target_left_hand_4,target_left_hand_5,target_left_hand_6,target_right_arm_0,target_right_arm_1,target_right_arm_2,target_right_arm_3,target_right_arm_4,target_right_arm_5,target_right_arm_6,target_right_hand_0,target_right_hand_1,target_right_hand_2,target_right_hand_3,target_right_hand_4,target_right_hand_5,target_right_hand_6,rtc_applied,frozen_steps_used,executed_steps_sent,latency_ema_s,swap_offset
0,1784629996.893517,99758.530145784,0.0,0,,,0,-0.05973810702562332,0.1876152753829956,-0.07809819281101227,-0.1392114758491516,-0.17308633029460907,0.057123202830553055,0.16319440305233002,7.113029823813122e-06,1.2068837804690702e-06,7.104766609700164e-06,1.2054815670126118e-06,-0.0012540689203888178,-0.002040815306827426,-3.0184589832060738e-06,-0.3736138343811035,-0.45856499671936035,0.04081733524799347,0.22871097922325134,-1.485552430152893,-1.2405447959899902,-0.1284262090921402,0.9236078858375549,1.4046430587768555,0.6857588291168213,1.3062399625778198,0.051908764988183975,-1.031363606452942,-0.7525430917739868,-0.09409062564373016,0.1997128427028656,-0.08168778568506241,-0.2763095498085022,-0.12208215892314911,0.059011682868003845,0.3057843744754791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.305825412273407,-0.4314069151878357,-0.02176682837307453,0.24535630643367767,-0.9264684915542603,-1.2723016738891602,0.7296466827392578,1.00048828125,1.5,1.0173366069793701,1.5,0.007697060238569975,-0.699999988079071,-0.699999988079071,,,,,
1,1784629996.943627,99758.580255568,0.050109784002415836,0,,,1,-0.059738434851169586,0.1876174658536911,-0.07809320092201233,-0.13921159505844116,-0.1730862557888031,0.057122811675071716,0.16319654881954193,7.135725354601163e-06,1.2105028872611001e-06,7.124592684704112e-06,1.208654225592909e-06,-0.0012579488102346659,-0.002049388363957405,-3.0178971428540535e-06,-0.37359848618507385,-0.4585653841495514,0.040881186723709106,0.22868752479553223,-1.4856054782867432,-1.2406728267669678,-0.1283750683069229,0.9238207936286926,1.4048036336898804,0.6864685416221619,1.306477665901184,0.051911696791648865,-1.0316975116729736,-0.752389132976532,-0.09117618948221207,0.19777047634124756,-0.08327402919530869,-0.2650439441204071,-0.11965452879667282,0.06183457747101784,0.3057843744754791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28845471143722534,-0.4144870638847351,-0.060349538922309875,0.2494337558746338,-0.807651162147522,-1.2543030977249146,0.8369593620300293,0.990234375,1.5,1.0121461153030396,1.5,0.011798005551099777,-0.699999988079071,-0.699999988079071,,,,,
2,1784629996.9943078,99758.630936407,0.05068083900550846,0,,,2,-0.058555614203214645,0.18820491433143616,-0.08447630703449249,-0.14989981055259705,-0.168022021651268,0.06809702515602112,0.18465957045555115,-1.7854099496616982e-05,-3.3592134514037753e-06,-1.5098309631866869e-05,-2.930183200078318e-06,-0.0012651273282244802,-0.0020713431295007467,-3.671114882308757e-06,-0.35926422476768494,-0.4440954625606537,0.018789302557706833,0.23007738590240479,-1.3861393928527832,-1.2371089458465576,-0.0006264316034503281,0.9241833090782166,1.4051569700241089,0.6872087121009827,1.3066903352737427,0.0521896667778492,-1.032830834388733,-0.7522255778312683,-0.09409062564373016,0.19874165952205658,-0.07851529866456985,-0.27309080958366394,-0.124509796500206,0.059011682868003845,0.304867148399353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2691539227962494,-0.381600558757782,-0.08349916338920593,0.1943880319595337,-0.6694915294647217,-1.1868083477020264,0.9737829566001892,1.0078125,1.5,1.0173366069793701,1.5,0.007286965847015381,-0.699999988079071,-0.699999988079071,,,,,
3,1784629997.0434918,99758.680120591,0.04918418399756774,0,,,3,-0.05559410899877548,0.1884232759475708,-0.09110399335622787,-0.16670413315296173,-0.15927168726921082,0.0820750966668129,0.2176739126443863,-2.5861390895443037e-05,-4.590795924741542e-06,-2.1832878701388836e-05,-3.9732176446705125e-06,-0.001269790343940258,-0.0020883032120764256,-3.9050710256560706e-06,-0.33762478828430176,-0.4191075563430786,-0.013996332883834839,0.2304394692182541,-1.2312263250350952,-1.226495623588562,0.20036716759204865,0.9243601560592651,1.4057049751281738,0.6869301199913025,1.3065789937973022,0.05318685993552208,-1.0390524864196777,-0.7529022693634033,-0.08680453151464462,0.1997128427028656,-0.07772217690944672,-0.27309080958366394,-0.11965452879667282,0.056188784539699554,0.30303269624710083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24406293034553528,-0.3520503640174866,-0.11436533182859421,0.1576908826828003,-0.5948852896690369,-1.1733094453811646,1.0596331357955933,0.99609375,1.5,1.0095508098602295,1.5,-0.0013250198680907488,-0.699999988079071,-0.699999988079071,,,,,
4,1784629997.0936222,99758.730250874,0.05013028299435973,0,,,4,-0.05415903404355049,0.18877197802066803,-0.09376052767038345,-0.179281085729599,-0.1496972292661667,0.09560030698776245,0.25546565651893616,-1.8826442101271823e-05,-3.0878247798682423e-06,-1.4599866517528426e-05,-2.4303642476297682e-06,-0.0012750629102811217,-0.002107292180880904,-3.7253582831908716e-06,-0.3059832751750946,-0.38812264800071716,-0.06136365979909897,0.2259017825126648,-1.0094798803329468,-1.2049084901809692,0.48024827241897583,0.9184101223945618,1.4080467224121094,0.6921374201774597,1.3082702159881592,0.04978547617793083,-1.041452407836914,-0.7573809027671814,-0.08826175332069397,0.19874165952205658,-0.07772217690944672,-0.26826268434524536,-0.11965452879667282,0.059011682868003845,0.304867148399353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24213284254074097,-0.33441558480262756,-0.13751496374607086,0.13832293450832367,-0.5644901990890503,-1.164310097694397,1.1186550855636597,1.001953125,1.5,1.0121461153030396,1.5,0.004826398566365242,-0.699999988079071,-0.699999988079071,,,,,
5,1784629997.143485,99758.780113947,0.04986307299986947,0,,,5,-0.053554825484752655,0.18985459208488464,-0.09317945688962936,-0.18293744325637817,-0.1468857377767563,0.1002061665058136,0.2695431709289551,-3.3811083994805813e-06,-4.119235939015198e-07,4.915366957902734e-07,1.9123660877085058e-07,-0.0012785308063030243,-0.0021149299573153257,-3.3687229006318375e-06,-0.2867732048034668,-0.37165576219558716,-0.08463827520608902,0.2107195109128952,-0.9032859206199646,-1.187558650970459,0.6174836754798889,0.9161680936813354,1.4126192331314087,0.6932210326194763,1.3080084323883057,0.04405521973967552,-1.0400350093841553,-0.7601406574249268,-0.09117618948221207,0.19582810997962952,-0.08168778568506241,-0.2714814245700836,-0.11803610622882843,0.06183457747101784,0.30211547017097473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22669222950935364,-0.3186872601509094,-0.1490897685289383,0.12303245067596436,-0.5202791094779968,-1.1328125,1.1615800857543945,1.00634765625,1.5,1.0225270986557007,1.5,0.005236492957919836,-0.699999988079071,-0.699999988079071,,,,,
6,1784629997.1938946,99758.830523052,0.0504091050097486,0,,,6,-0.0512472428381443,0.19087691605091095,-0.09212427586317062,-0.18573153018951416,-0.14287231862545013,0.10376764833927155,0.2832624018192291,8.373697710339911e-06,1.5221896774164634e-06,8.961417734099086e-06,1.5877691339483135e-06,-0.0012837534304708242,-0.0021245426032692194,-2.944638254120946e-06,-0.2590678036212921,-0.3439323902130127,-0.11728622764348984,0.18382161855697632,-0.7725513577461243,-1.1668027639389038,0.7908061146736145,0.9155716896057129,1.418482780456543,0.6922944784164429,1.306538701057434,0.037539251148700714,-1.0389010906219482,-0.7657985091209412,-0.09554784744977951,0.19777047634124756,-0.08723963797092438,-0.26665329933166504,-0.1228913739323616,0.0576002337038517,0.30119824409484863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21897190809249878,-0.31344449520111084,-0.17609766125679016,0.09449022263288498,-0.49955514073371887,-1.1193135976791382,1.177677035331726,1.00341796875,1.5,1.01474130153656,1.5,-0.0033754927571862936,-0.699999988079071,-0.699999988079071,,,,,
7,1784629997.2435777,99758.880206055,0.049683002987876534,0,,,7,-0.050828538835048676,0.19091936945915222,-0.0919780358672142,-0.1857467144727707,-0.14115403592586517,0.10714095830917358,0.2891988456249237,9.91807428363245e-06,1.7582328837306704e-06,1.0186897270614281e-05,1.785922563612985e-06,-0.0012879630085080862,-0.0021302890963852406,-2.679125373106217e-06,-0.24687062203884125,-0.32670578360557556,-0.13601262867450714,0.16754479706287384,-0.7021611928939819,-1.156195878982544,0.8857342004776001,0.9153379201889038,1.4200695753097534,0.6894940733909607,1.3047820329666138,0.03293893113732338,-1.0385419130325317,-0.7729864716529846,-0.09991950541734695,0.19582810997962952,-0.08327402919530869,-0.2650439441204071,-0.11965452879667282,0.06042312830686569,0.30119824409484863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20739144086837769,-0.3034355640411377,-0.17609766125679016,0.07970942556858063,-0.473304808139801,-1.0968153476715088,1.220602035522461,0.99609375,1.5,1.0095508098602295,1.5,0.0023658310528844595,-0.699999988079071,-0.699999988079071,,,,,
8,1784629997.2935846,99758.930212926,0.05000687100982759,0,,,8,-0.05175879970192909,0.19052860140800476,-0.09316261112689972,-0.18566307425498962,-0.13965192437171936,0.1112431064248085,0.2929755449295044,6.69689143251162e-06,1.2099625337214093e-06,6.5240446929237805e-06,1.1739158480850165e-06,-0.0012945106718689203,-0.0021365920547395945,-2.357070570724318e-06,-0.23092328011989594,-0.307211697101593,-0.1555788367986679,0.14386247098445892,-0.6216834783554077,-1.1372549533843994,0.9922328591346741,0.9150484800338745,1.4227179288864136,0.6892595291137695,1.304453730583191,0.02701817825436592,-1.0382897853851318,-0.7823909521102905,-0.09700506180524826,0.19874165952205658,-0.08168778568506241,-0.2650439441204071,-0.11641768366098404,0.05336588993668556,0.2975293695926666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20353129506111145,-0.29580971598625183,-0.18381421267986298,0.059322115033864975,-0.44014647603034973,-1.0653178691864014,1.2152364253997803,1.0078125,1.5,1.0121461153030396,1.5,0.003596114693209529,-0.699999988079071,-0.699999988079071,,,,,
9,1784629997.3435218,99758.980150417,0.049937490999582224,0,,,9,-0.05378349497914314,0.1903936266899109,-0.09464369714260101,-0.1853267103433609,-0.13917988538742065,0.11240202188491821,0.293966144323349,5.1479896683304105e-06,9.512547194390208e-07,4.907190486846957e-06,9.060163961294165e-07,-0.001298387534916401,-0.0021407287567853928,-2.296076218044618e-06,-0.22223784029483795,-0.29900991916656494,-0.16467957198619843,0.1291404366493225,-0.5861729979515076,-1.1270493268966675,1.0391044616699219,0.9148855805397034,1.4235234260559082,0.6893757581710815,1.3043923377990723,0.024108482524752617,-1.0381560325622559,-0.7846165895462036,-0.09409062564373016,0.19777047634124756,-0.08010154217481613,-0.2698720395565033,-0.12127295136451721,0.05336588993668556,0.30303269624710083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19967113435268402,-0.2891370952129364,-0.1915307492017746,0.0363863967359066,-0.390408992767334,-1.0203213691711426,1.2259677648544312,1.0107421875,1.5,1.01474130153656,1.5,-0.0005048307939432561,-0.699999988079071,-0.699999988079071,,,,,
