iteration,wall_time,loop_time,dt_since_last,new_inference,horizon,inference_latency_s,action_idx,state_left_arm_0,state_left_arm_1,state_left_arm_2,state_left_arm_3,state_left_arm_4,state_left_arm_5,state_left_arm_6,state_left_hand_0,state_left_hand_1,state_left_hand_2,state_left_hand_3,state_left_hand_4,state_left_hand_5,state_left_hand_6,state_right_arm_0,state_right_arm_1,state_right_arm_2,state_right_arm_3,state_right_arm_4,state_right_arm_5,state_right_arm_6,state_right_hand_0,state_right_hand_1,state_right_hand_2,state_right_hand_3,state_right_hand_4,state_right_hand_5,state_right_hand_6,target_left_arm_0,target_left_arm_1,target_left_arm_2,target_left_arm_3,target_left_arm_4,target_left_arm_5,target_left_arm_6,target_left_hand_0,target_left_hand_1,target_left_hand_2,target_left_hand_3,target_left_hand_4,target_left_hand_5,target_left_hand_6,target_right_arm_0,target_right_arm_1,target_right_arm_2,target_right_arm_3,target_right_arm_4,target_right_arm_5,target_right_arm_6,target_right_hand_0,target_right_hand_1,target_right_hand_2,target_right_hand_3,target_right_hand_4,target_right_hand_5,target_right_hand_6
0,1783752624.568725,433725.205131,0.000000,1,16,0.082606,0,0.10176203399896622,0.18014904856681824,0.12378314882516861,-0.16336607933044434,-0.22443534433841705,0.023974401876330376,0.03671180456876755,6.041032065695617e-06,9.204008506458194e-07,6.041885626473231e-06,9.204048865285586e-07,-0.001664825831539929,-3.7869518564548343e-05,-6.66656845282887e-08,0.1963968276977539,-0.25279057025909424,0.12324073165655136,-0.47173619270324707,0.15401045978069305,-0.017629792913794518,-0.24257244169712067,0.0008000941015779972,0.0023840335197746754,0.0008025766583159566,8.537554094800726e-05,0.003989292308688164,0.005493050906807184,4.70647410111269e-06,0.07858981192111969,0.20262640714645386,0.11460980027914047,-0.22641900181770325,-0.1973387897014618,-0.03273242712020874,0.06088580936193466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16318346560001373,-0.25863367319107056,0.07854821532964706,-0.574213445186615,0.16222964227199554,-0.04164751246571541,-0.20129059255123138,0.0,0.0,0.0,0.0,0.00031535830930806696,0.0,0.0
1,1783752624.568980,433725.205503,0.000373,0,,,1,0.10176200419664383,0.1801491230726242,0.12378330528736115,-0.16336606442928314,-0.22443534433841705,0.023974398151040077,0.03671186789870262,6.041249889676692e-06,9.204329671774758e-07,6.04210026722285e-06,9.204364914694452e-07,-0.001666413270868361,-3.790917617152445e-05,-6.66811175165094e-08,0.19639676809310913,-0.25279051065444946,0.1232408732175827,-0.47173622250556946,0.15401044487953186,-0.01762981340289116,-0.2425723820924759,0.000802105525508523,0.002390068955719471,0.0008045428548939526,8.557872206438333e-05,0.003992774058133364,0.0055078016594052315,4.706360414274968e-06,0.07968272268772125,0.20165522396564484,0.11183387041091919,-0.2344658523797989,-0.1839868128299713,-0.03555532172322273,0.07556138187646866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16318346560001373,-0.2567272186279297,0.07083167135715485,-0.574213445186615,0.17051921784877777,-0.03377312421798706,-0.19055932760238647,0.0,0.0,0.0,0.0,-0.0013250198680907488,0.0,0.0
2,1783752624.586215,433725.222617,0.017114,0,,,2,0.10176200419664383,0.1801491230726242,0.12378330528736115,-0.16336606442928314,-0.22443534433841705,0.023974398151040077,0.03671186789870262,6.041249889676692e-06,9.204329671774758e-07,6.04210026722285e-06,9.204364914694452e-07,-0.001666413270868361,-3.790917617152445e-05,-6.66811175165094e-08,0.19639676809310913,-0.25279051065444946,0.1232408732175827,-0.47173622250556946,0.15401044487953186,-0.01762981340289116,-0.2425723820924759,0.000802105525508523,0.002390068955719471,0.0008045428548939526,8.557872206438333e-05,0.003992774058133364,0.0055078016594052315,4.706360414274968e-06,0.07676828652620316,0.20359759032726288,0.1044974997639656,-0.2409033477306366,-0.18843747675418854,-0.03132098168134689,0.07739582657814026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1593233048915863,-0.25577399134635925,0.07083167135715485,-0.5538261532783508,0.15394006669521332,-0.04164751246571541,-0.19055932760238647,0.0029296875,0.0,0.0,0.0,0.0007254528463818133,0.0,0.0
3,1783752624.636080,433725.272554,0.049937,0,,,3,0.1017797440290451,0.18051542341709137,0.12301988154649734,-0.1633315235376358,-0.22365586459636688,0.023957984521985054,0.03806278854608536,5.7446618484391365e-06,8.303833851641684e-07,6.468718765972881e-06,9.707264325697906e-07,-0.0016671972116455436,-3.870124419336207e-05,-1.2284414196983562e-07,0.1962502896785736,-0.25248953700065613,0.12232881784439087,-0.47219663858413696,0.15412601828575134,-0.016247795894742012,-0.24076643586158752,0.0008022368419915438,0.0023926598951220512,0.0008043685811571777,8.540334965800866e-05,0.0039906250312924385,0.0055167824029922485,4.696354608313413e-06,0.07968272268772125,0.2045687735080719,0.0993422120809555,-0.2473408430814743,-0.17144404351711273,-0.02567518875002861,0.09390584379434586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14388269186019897,-0.2510078251361847,0.0515403188765049,-0.5579036474227905,0.16499283909797668,-0.02927347458899021,-0.17982804775238037,0.0,0.0,0.0,0.0,-0.0005048307939432561,0.0,0.0
4,1783752624.686284,433725.322619,0.050065,0,,,4,0.10202772170305252,0.1824292689561844,0.1177578866481781,-0.16268306970596313,-0.21854263544082642,0.0238772165030241,0.04496666416525841,7.907586223154794e-06,1.1712518244166858e-06,9.409130143467337e-06,1.433565330444253e-06,-0.0016672131605446339,-3.775575169129297e-05,5.786147383446405e-08,0.1944180279970169,-0.25122809410095215,0.11636296659708023,-0.4749613404273987,0.15602250397205353,-0.008521667681634426,-0.23142580687999725,0.0008054124773479998,0.0023889755830168724,0.0008077528327703476,8.57800041558221e-05,0.003960451111197472,0.005526181776076555,4.9503955779073294e-06,0.07348954677581787,0.1997128427028656,0.10707514733076096,-0.24412208795547485,-0.1771085113286972,-0.027086636051535606,0.08106471598148346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15160299837589264,-0.25482073426246643,0.06311513483524323,-0.5701360106468201,0.18433518707752228,-0.023648913949728012,-0.18519368767738342,0.005859375,0.0,0.0,0.0,0.003596114693209529,0.0,0.0
5,1783752624.736024,433725.372507,0.049888,0,,,5,0.10309381783008575,0.1863081157207489,0.10158637911081314,-0.1609707623720169,-0.207305446267128,0.024929221719503403,0.05996495485305786,1.0323784408683423e-05,1.5918755025268183e-06,1.0780989214254078e-05,1.6780059013399296e-06,-0.0016681316774338484,-3.3375166822224855e-05,7.144931828406698e-07,0.18524007499217987,-0.24801436066627502,0.10064943134784698,-0.4765761196613312,0.1578398197889328,0.0034738292451947927,-0.21302466094493866,0.0008235141867771745,0.002376899588853121,0.0008164173341356218,8.711912960279733e-05,0.00389110273681581,0.005545374471694231,5.406718173617264e-06,0.08223285526037216,0.20553995668888092,0.08040643483400345,-0.2698720395565033,-0.13422033190727234,-0.008737814612686634,0.13059476017951965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14002253115177155,-0.24624165892601013,0.04382377862930298,-0.5619810819625854,0.12907132506370544,0.005598809570074081,-0.17982804775238037,0.0,0.0,0.0,0.0,0.003596114693209529,0.0,0.0
6,1783752624.786211,433725.422596,0.050089,0,,,6,0.10360098630189896,0.18690095841884613,0.09239958226680756,-0.16100923717021942,-0.1995670348405838,0.026930099353194237,0.06799357384443283,5.217596481088549e-06,7.925965519461897e-07,4.920081210002536e-06,7.554107810392452e-07,-0.0016690443735569715,-3.271324749221094e-05,7.90577416864835e-07,0.17649245262145996,-0.24565398693084717,0.08943895250558853,-0.4768577516078949,0.16029709577560425,0.011008694767951965,-0.20376671850681305,0.0008311713463626802,0.002367930021136999,0.0008201706223189831,8.770768909016624e-05,0.0038474020548164845,0.00555179500952363,5.068275186204119e-06,0.07895411550998688,0.20359759032726288,0.08526430279016495,-0.2521689534187317,-0.1771085113286972,-0.01579505391418934,0.09390584379434586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15160299837589264,-0.2510078251361847,0.04768205061554909,-0.5538261532783508,0.16499283909797668,-0.016899438574910164,-0.19592495262622833,0.0,0.0,0.0,0.0,-0.0005048307939432561,0.0,0.0
7,1783752624.836278,433725.472609,0.050013,0,,,7,0.10384786128997803,0.18703994154930115,0.08676017075777054,-0.16242563724517822,-0.18977130949497223,0.030639296397566795,0.07675578445196152,-7.949975042720325e-06,-1.4718759757670341e-06,-5.728859377995832e-06,-1.1194349553989014e-06,-0.001670166733674705,-3.526503496686928e-05,1.73607119791086e-07,0.17260213196277618,-0.24457739293575287,0.08317616581916809,-0.4817184507846832,0.16423329710960388,0.02071087434887886,-0.19701418280601501,0.0008461241377517581,0.002353917108848691,0.0008124505984596908,8.644423360237852e-05,0.003818624187260866,0.005551047157496214,4.411681857163785e-06,0.08077564090490341,0.20165522396564484,0.08288493752479553,-0.2521689534187317,-0.18074996769428253,-0.005914919078350067,0.09757473319768906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15546314418315887,-0.2510078251361847,0.04768205061554909,-0.5660585761070251,0.18986158072948456,0.006723721977323294,-0.19055932760238647,0.0029296875,0.0,0.0,0.0,0.001545641920529306,0.0,0.0
8,1783752624.886118,433725.522582,0.049973,0,,,8,0.10540799051523209,0.18831458687782288,0.07961136102676392,-0.16841644048690796,-0.1791677474975586,0.03552425652742386,0.08928192406892776,9.713941153677297e-07,-8.207252655267894e-09,1.3819682180837844e-06,6.886557457619347e-08,-0.0016712143551558256,-2.8209080483065918e-05,1.3303813375387108e-06,0.169456347823143,-0.24166125059127808,0.07836790382862091,-0.4820631742477417,0.16066977381706238,0.03000352531671524,-0.19302211701869965,0.000858568528201431,0.0023461373057216406,0.0008204722544178367,8.774764864938334e-05,0.0037988487165421247,0.0055606612004339695,4.7307835302490275e-06,0.08223285526037216,0.20165522396564484,0.0826866552233696,-0.2634345591068268,-0.18115457892417908,-0.004503470845520496,0.09757473319768906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15546314418315887,-0.24910135567188263,0.05539859086275101,-0.5538261532783508,0.1926247626543045,0.01009845919907093,-0.1932421326637268,0.0,0.0,0.0,0.0,0.0068768709897994995,-0.0013671874767169356,-0.0013671874767169356
9,1783752624.936087,433725.572561,0.049979,0,,,9,0.10567551106214523,0.18852154910564423,0.07309830188751221,-0.1702134758234024,-0.17744693160057068,0.03801637515425682,0.09195514023303986,-1.098163352253323e-06,-2.1617074708046857e-07,-2.615250878079678e-06,-4.3681816919161065e-07,-0.0016718963161110878,-2.6275423806509934e-05,1.75387481249345e-06,0.170514315366745,-0.24112334847450256,0.07430121302604675,-0.48089540004730225,0.16299445927143097,0.03597801923751831,-0.1926562339067459,0.0008617608691565692,0.0023334911093115807,0.0008237718138843775,8.822444215184078e-05,0.0037421283777803183,0.005559735931456089,4.133225047553424e-06,0.07786120474338531,0.20165522396564484,0.08090212941169739,-0.2586064338684082,-0.18358220160007477,-0.0016805753111839294,0.10674696415662766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15160299837589264,-0.25482073426246643,0.04768205061554909,-0.5660585761070251,0.1926247626543045,0.023597408086061478,-0.17714524269104004,0.0029296875,0.0,0.0,0.0,0.00031535830930806696,0.0,0.0
