iteration,wall_time,loop_time,dt_since_last,new_inference,horizon,inference_latency_s,action_idx,state_left_arm_0,state_left_arm_1,state_left_arm_2,state_left_arm_3,state_left_arm_4,state_left_arm_5,state_left_arm_6,state_left_hand_0,state_left_hand_1,state_left_hand_2,state_left_hand_3,state_left_hand_4,state_left_hand_5,state_left_hand_6,state_right_arm_0,state_right_arm_1,state_right_arm_2,state_right_arm_3,state_right_arm_4,state_right_arm_5,state_right_arm_6,state_right_hand_0,state_right_hand_1,state_right_hand_2,state_right_hand_3,state_right_hand_4,state_right_hand_5,state_right_hand_6,target_left_arm_0,target_left_arm_1,target_left_arm_2,target_left_arm_3,target_left_arm_4,target_left_arm_5,target_left_arm_6,target_left_hand_0,target_left_hand_1,target_left_hand_2,target_left_hand_3,target_left_hand_4,target_left_hand_5,target_left_hand_6,target_right_arm_0,target_right_arm_1,target_right_arm_2,target_right_arm_3,target_right_arm_4,target_right_arm_5,target_right_arm_6,target_right_hand_0,target_right_hand_1,target_right_hand_2,target_right_hand_3,target_right_hand_4,target_right_hand_5,target_right_hand_6
0,1783685698.293929,366798.930393,0.000000,1,16,0.078456,0,0.4415110647678375,0.19480840861797333,0.1220814660191536,-0.8811761140823364,-0.35702911019325256,0.03087105043232441,0.11013015359640121,1.740405241434928e-05,3.006489578183391e-06,1.7406286133336835e-05,3.0065211831242777e-06,-0.0011939432006329298,-0.004090241156518459,-8.570374120608903e-06,-0.30862531065940857,-0.19128671288490295,0.21419842541217804,-0.4237530529499054,0.0714389905333519,-0.17682567238807678,0.5607250332832336,0.9693423509597778,1.434786081314087,0.9641845226287842,1.4318915605545044,-0.003597880946472287,-0.6099254488945007,-0.6320242881774902,0.39990657567977905,0.22690604627132416,0.11679088324308395,-0.9908709526062012,-0.3328816592693329,0.06748037040233612,0.15994590520858765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31547579169273376,-0.20239301025867462,-0.006333744153380394,-0.4763543903827667,-0.09405653178691864,-0.04277242347598076,0.46538928151130676,1.013671875,1.5,1.006955623626709,1.5,0.001955736428499222,-0.699999988079071,-0.699999988079071
1,1783685698.294175,366798.930702,0.000309,0,,,1,0.4415123760700226,0.19480863213539124,0.12208238989114761,-0.881176233291626,-0.3570292890071869,0.030870694667100906,0.1101311519742012,1.7407415725756437e-05,3.0068381420278456e-06,1.740953121043276e-05,3.0068406431382755e-06,-0.001198757323436439,-0.004125017207115889,-8.566258657083381e-06,-0.3086244463920593,-0.1912861168384552,0.2141999900341034,-0.42375439405441284,0.07143938541412354,-0.17682693898677826,0.56072598695755,0.9696007966995239,1.4350533485412598,0.9644428491592407,1.4321588277816772,-0.0036083406303077936,-0.6101893782615662,-0.63228839635849,0.39116325974464417,0.22302129864692688,0.1181788444519043,-0.9828240871429443,-0.33166784048080444,0.07030326128005981,0.16361479461193085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34056681394577026,-0.20906563103199005,-0.03719991073012352,-0.46208328008651733,-0.0678061991930008,-0.03714786097407341,0.44795095920562744,1.01220703125,1.5,1.004360318183899,1.5,-0.002555303508415818,-0.6986327767372131,-0.699999988079071
2,1783685698.315606,366798.952066,0.021364,0,,,2,0.4415135085582733,0.1948091983795166,0.12208394706249237,-0.8811753392219543,-0.35702958703041077,0.030870860442519188,0.11013296246528625,1.7414047761121765e-05,3.007605300808791e-06,1.7416037735529244e-05,3.007572331625852e-06,-0.0012053234968334436,-0.004172550980001688,-8.559695743315388e-06,-0.3086239695549011,-0.19128504395484924,0.21420231461524963,-0.42375504970550537,0.0714394822716713,-0.17682786285877228,0.560727059841156,0.9699543714523315,1.4354190826416016,0.964796245098114,1.432524561882019,-0.0036225244402885437,-0.610550582408905,-0.632649838924408,0.39116325974464417,0.2239924818277359,0.11024762690067291,-0.9876522421836853,-0.33004942536354065,0.07665477693080902,0.16178034245967865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3656578063964844,-0.21859794855117798,-0.02562509849667549,-0.45596709847450256,-0.06435220688581467,-0.022524001076817513,0.4130743741989136,1.0048828125,1.5,1.004360318183899,1.5,-0.002555303508415818,-0.697265625,-0.699999988079071
3,1783685698.365588,366799.002033,0.049967,0,,,3,0.4280301630496979,0.19949010014533997,0.11562474071979523,-0.8849701285362244,-0.35541224479675293,0.049451861530542374,0.11963693052530289,1.625429285923019e-05,2.802993094519479e-06,1.6090467397589236e-05,2.7783426048699766e-06,-0.0012109177187085152,-0.00421101925894618,-8.743910257180687e-06,-0.3064769208431244,-0.19084681570529938,0.1746978908777237,-0.42929431796073914,0.04449307918548584,-0.15188761055469513,0.5560039281845093,0.9702367186546326,1.4356673955917358,0.9650892615318298,1.4327833652496338,-0.003641989314928651,-0.6107507348060608,-0.6328951120376587,0.38824883103370667,0.2239924818277359,0.11659260094165802,-0.9812147617340088,-0.3243849277496338,0.08018340170383453,0.17278702557086945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3714480400085449,-0.22622379660606384,-0.04491645470261574,-0.4498508870601654,-0.05053623765707016,0.01684793457388878,0.3795391619205475,1.01953125,1.5,1.0095508098602295,1.5,-0.0005048307939432561,-0.699999988079071,-0.699999988079071
4,1783685698.415636,366799.052100,0.050067,0,,,4,0.4110454022884369,0.20679804682731628,0.10614299029111862,-0.8978516459465027,-0.34985047578811646,0.08134128153324127,0.1379501074552536,2.0468765796977095e-05,3.53153700416442e-06,2.0400471839820966e-05,3.5213806768297218e-06,-0.0012173984432592988,-0.0042550088837742805,-8.431077731074765e-06,-0.31603294610977173,-0.20309393107891083,0.06658074259757996,-0.41182953119277954,-0.003973316866904497,-0.08655955642461777,0.5141690373420715,0.9705676436424255,1.4360142946243286,0.9654403328895569,1.4331477880477905,-0.0035846917890012264,-0.6110691428184509,-0.6332410573959351,0.3809627294540405,0.22496366500854492,0.10747170448303223,-0.9779959917068481,-0.32236191630363464,0.08582919090986252,0.16728368401527405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3907488286495209,-0.2367093414068222,-0.03719991073012352,-0.435579776763916,-0.05468102917075157,0.01684793457388878,0.35807663202285767,1.0078125,1.5,1.01474130153656,1.5,-0.0013250198680907488,-0.699999988079071,-0.699999988079071
5,1783685698.465768,366799.102063,0.049963,0,,,5,0.40507978200912476,0.20956309139728546,0.10376665741205215,-0.9019418954849243,-0.3463420271873474,0.09494156390428543,0.14654651284217834,1.6153519027284347e-05,2.804880296025658e-06,1.6863414202816784e-05,2.917772008004249e-06,-0.0012212407309561968,-0.004292898345738649,-8.785735190031119e-06,-0.3233155608177185,-0.21342043578624725,0.013642067089676857,-0.39569661021232605,-0.02188875339925289,-0.045061226934194565,0.47938764095306396,0.9707938432693481,1.4362784624099731,0.9656609296798706,1.4334216117858887,-0.0034953770227730274,-0.611367404460907,-0.633507251739502,0.3795055150985718,0.22496366500854492,0.10806654393672943,-0.973167896270752,-0.3203388750553131,0.08371201902627945,0.17645591497421265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3965390622615814,-0.2395690381526947,-0.04491645470261574,-0.4192699193954468,-0.01737791858613491,0.006723721977323294,0.3352726995944977,1.00341796875,1.5,0.9965745806694031,1.4912109375,-0.002965398132801056,-0.697265625,-0.699999988079071
6,1783685698.515465,366799.151951,0.049888,0,,,6,0.39736518263816833,0.21203070878982544,0.10118783265352249,-0.9022135138511658,-0.3411405384540558,0.11283465474843979,0.15756522119045258,2.2742753571947105e-05,3.860364813590422e-06,2.263852729811333e-05,3.848655524052447e-06,-0.0012273038737475872,-0.004336380399763584,-8.427927241427824e-06,-0.33544549345970154,-0.22686468064785004,-0.026974063366651535,-0.3716626763343811,-0.03830305486917496,0.003940046299248934,0.42840129137039185,0.9710829257965088,1.4366463422775269,0.9659759998321533,1.4337968826293945,-0.0033688086550682783,-0.6117860674858093,-0.6338760852813721,0.3809627294540405,0.2239924818277359,0.10291125625371933,-0.9796053767204285,-0.3203388750553131,0.09288643300533295,0.18012480437755585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.415839821100235,-0.24433520436286926,-0.04877472296357155,-0.41111502051353455,0.0005828369758091867,0.01122337207198143,0.29234760999679565,1.0078125,1.5,1.006955623626709,1.5,-0.0037855871487408876,-0.699999988079071,-0.699999988079071
7,1783685698.565516,366799.201910,0.049959,0,,,7,0.3937975764274597,0.2125638723373413,0.0973665863275528,-0.9018236994743347,-0.33874785900115967,0.12086516618728638,0.16298840939998627,1.9972841982962564e-05,3.385543095646426e-06,1.9833350961562246e-05,3.3662370242382167e-06,-0.0012319594388827682,-0.004364605061709881,-8.12951930129202e-06,-0.3424399197101593,-0.2301546186208725,-0.031672947108745575,-0.359413206577301,-0.038755785673856735,0.020494000986218452,0.40178340673446655,0.971282958984375,1.4369107484817505,0.96617591381073,1.4340451955795288,-0.003293476765975356,-0.6120660305023193,-0.6341395974159241,0.38533440232276917,0.22690604627132416,0.10152329504489899,-0.986042857170105,-0.3171020448207855,0.08794636279344559,0.17095257341861725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4177699089050293,-0.24624165892601013,-0.0680660828948021,-0.39684388041496277,0.03235955908894539,0.032596707344055176,0.2601538300514221,1.00634765625,1.5,1.004360318183899,1.5,-0.0017351144924759865,-0.699999988079071,-0.699999988079071
8,1783685698.615673,366799.252043,0.050133,0,,,8,0.3924032747745514,0.2127276360988617,0.0920208990573883,-0.9018531441688538,-0.33651548624038696,0.13021348416805267,0.1684877723455429,1.6599695300101303e-05,2.8372107863106066e-06,1.6690188203938305e-05,2.8533177101053298e-06,-0.001238249707967043,-0.004399178083986044,-7.64669221098302e-06,-0.35553398728370667,-0.23212763667106628,-0.03158273175358772,-0.3474079668521881,-0.031875647604465485,0.03615988790988922,0.36588019132614136,0.9715874791145325,1.4372682571411133,0.9664914011955261,1.4344059228897095,-0.00320403347723186,-0.6124277114868164,-0.6344937682151794,0.3824199438095093,0.22593484818935394,0.09993705153465271,-0.9796053767204285,-0.31629282236099243,0.09006353467702866,0.17645591497421265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4312804639339447,-0.25005459785461426,-0.056491266936063766,-0.36626294255256653,0.01578040048480034,0.01909775845706463,0.23064285516738892,1.00048828125,1.5,0.9991698265075684,1.494140625,-0.0005048307939432561,-0.699999988079071,-0.6986327767372131
9,1783685698.665443,366799.301928,0.049885,0,,,9,0.3927654027938843,0.21325437724590302,0.08922920376062393,-0.9020411372184753,-0.33500954508781433,0.13406281173229218,0.1690942794084549,1.5387624443974346e-05,2.6561892809695564e-06,1.5517196516157128e-05,2.673720928214607e-06,-0.0012424573069438338,-0.004421846009790897,-7.52864843889256e-06,-0.36321166157722473,-0.2329406440258026,-0.033349089324474335,-0.34079450368881226,-0.020949803292751312,0.04516112804412842,0.34197306632995605,0.9717762470245361,1.4374934434890747,0.9666925668716431,1.4346401691436768,-0.003147037932649255,-0.61266028881073,-0.6347174048423767,0.3824199438095093,0.22593484818935394,0.09795424342155457,-0.9763866066932678,-0.31993427872657776,0.0914749801158905,0.17829036712646484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43514060974121094,-0.25863367319107056,-0.056491266936063766,-0.33772069215774536,-0.0035619528498500586,0.032596707344055176,0.19308342039585114,1.01220703125,1.5,1.004360318183899,1.494140625,-0.0070663439109921455,-0.699999988079071,-0.699999988079071
